Date,Open,High,Low,Close,Volume,Currency,Name,Type
2016-10-21,2139.43,2142.63,2130.09,2141.16,0,USD,S&P 500,stock
2016-10-24,2148.5,2154.79,2146.91,2151.33,0,USD,S&P 500,stock
2016-10-25,2149.72,2151.44,2141.93,2143.16,0,USD,S&P 500,stock
2016-10-26,2136.97,2145.73,2131.59,2139.43,0,USD,S&P 500,stock
2016-10-27,2144.06,2147.13,2132.52,2133.04,0,USD,S&P 500,stock
2016-10-28,2132.23,2140.72,2119.36,2126.41,0,USD,S&P 500,stock
2016-10-31,2129.78,2133.25,2125.53,2126.15,0,USD,S&P 500,stock
2016-11-01,2128.68,2131.45,2097.85,2111.72,0,USD,S&P 500,stock
2016-11-02,2109.43,2111.76,2094.0,2097.94,0,USD,S&P 500,stock
2016-11-03,2098.8,2102.56,2085.23,2088.66,0,USD,S&P 500,stock
2016-11-04,2083.79,2099.07,2083.79,2085.18,0,USD,S&P 500,stock
2016-11-07,2100.59,2132.0,2100.59,2131.52,0,USD,S&P 500,stock
2016-11-08,2129.92,2146.87,2123.56,2139.56,0,USD,S&P 500,stock
2016-11-09,2131.56,2170.1,2125.35,2163.26,0,USD,S&P 500,stock
2016-11-10,2167.49,2182.3,2151.17,2167.48,0,USD,S&P 500,stock
2016-11-11,2162.71,2165.92,2152.49,2164.45,0,USD,S&P 500,stock
2016-11-14,2165.64,2171.36,2156.08,2164.2,0,USD,S&P 500,stock
2016-11-15,2168.29,2180.84,2166.38,2180.39,0,USD,S&P 500,stock
2016-11-16,2177.53,2179.22,2172.2,2176.94,0,USD,S&P 500,stock
2016-11-17,2178.61,2188.06,2176.65,2187.12,0,USD,S&P 500,stock
2016-11-18,2186.85,2189.89,2180.38,2181.9,0,USD,S&P 500,stock
2016-11-21,2186.43,2198.7,2186.43,2198.18,0,USD,S&P 500,stock
2016-11-22,2201.56,2204.8,2194.51,2202.94,0,USD,S&P 500,stock
2016-11-23,2198.55,2204.72,2194.51,2204.72,0,USD,S&P 500,stock
2016-11-25,2206.27,2213.35,2206.27,2213.35,0,USD,S&P 500,stock
2016-11-28,2210.21,2211.14,2200.36,2201.72,0,USD,S&P 500,stock
2016-11-29,2200.76,2210.46,2198.15,2204.66,0,USD,S&P 500,stock
2016-11-30,2204.97,2214.1,2198.81,2198.81,0,USD,S&P 500,stock
2016-12-01,2200.17,2202.6,2187.44,2191.08,0,USD,S&P 500,stock
2016-12-02,2191.12,2197.95,2188.37,2191.95,0,USD,S&P 500,stock
2016-12-05,2200.65,2209.42,2199.97,2204.71,0,USD,S&P 500,stock
2016-12-06,2207.26,2212.78,2202.21,2212.23,0,USD,S&P 500,stock
2016-12-07,2210.72,2241.63,2208.93,2241.35,0,USD,S&P 500,stock
2016-12-08,2241.13,2251.69,2237.57,2246.19,0,USD,S&P 500,stock
2016-12-09,2249.73,2259.8,2249.23,2259.53,0,USD,S&P 500,stock
2016-12-12,2258.83,2264.03,2252.37,2256.96,0,USD,S&P 500,stock
2016-12-13,2263.32,2277.53,2263.32,2271.72,0,USD,S&P 500,stock
2016-12-14,2268.35,2276.2,2248.44,2253.28,0,USD,S&P 500,stock
2016-12-15,2253.77,2272.12,2253.77,2262.03,0,USD,S&P 500,stock
2016-12-16,2266.81,2268.05,2254.24,2258.07,0,USD,S&P 500,stock
2016-12-19,2259.24,2267.47,2258.21,2262.53,0,USD,S&P 500,stock
2016-12-20,2266.5,2272.56,2266.14,2270.76,0,USD,S&P 500,stock
2016-12-21,2270.54,2271.23,2265.15,2265.18,0,USD,S&P 500,stock
2016-12-22,2262.93,2263.18,2256.08,2260.96,0,USD,S&P 500,stock
2016-12-23,2260.25,2263.79,2258.84,2263.79,0,USD,S&P 500,stock
2016-12-27,2266.23,2273.82,2266.15,2268.88,0,USD,S&P 500,stock
2016-12-28,2270.23,2271.31,2249.11,2249.92,0,USD,S&P 500,stock
2016-12-29,2249.5,2254.51,2244.56,2249.26,0,USD,S&P 500,stock
2016-12-30,2251.61,2253.58,2233.62,2238.83,0,USD,S&P 500,stock
2017-01-03,2251.57,2263.88,2245.13,2257.83,0,USD,S&P 500,stock
2017-01-04,2261.6,2272.82,2261.6,2270.75,0,USD,S&P 500,stock
2017-01-05,2268.18,2271.5,2260.45,2269.0,0,USD,S&P 500,stock
2017-01-06,2271.14,2282.1,2264.06,2276.98,0,USD,S&P 500,stock
2017-01-09,2273.59,2275.49,2268.9,2268.9,0,USD,S&P 500,stock
2017-01-10,2269.72,2279.27,2265.27,2268.9,0,USD,S&P 500,stock
2017-01-11,2268.6,2275.32,2260.83,2275.32,0,USD,S&P 500,stock
2017-01-12,2271.14,2271.78,2254.25,2270.44,0,USD,S&P 500,stock
2017-01-13,2272.74,2278.68,2271.51,2274.64,0,USD,S&P 500,stock
2017-01-17,2269.14,2272.08,2262.81,2267.89,0,USD,S&P 500,stock
2017-01-18,2269.14,2272.01,2263.35,2271.89,0,USD,S&P 500,stock
2017-01-19,2271.9,2274.33,2258.41,2263.69,0,USD,S&P 500,stock
2017-01-20,2269.96,2276.96,2265.01,2271.31,0,USD,S&P 500,stock
2017-01-23,2267.78,2271.78,2257.02,2265.2,0,USD,S&P 500,stock
2017-01-24,2267.88,2284.63,2266.68,2280.07,0,USD,S&P 500,stock
2017-01-25,2288.88,2299.55,2288.88,2298.37,0,USD,S&P 500,stock
2017-01-26,2298.63,2300.99,2294.08,2296.68,0,USD,S&P 500,stock
2017-01-27,2299.02,2299.02,2291.62,2294.69,0,USD,S&P 500,stock
2017-01-30,2286.01,2286.01,2268.04,2280.9,0,USD,S&P 500,stock
2017-01-31,2274.02,2279.09,2267.21,2278.87,0,USD,S&P 500,stock
2017-02-01,2285.59,2289.14,2272.44,2279.55,0,USD,S&P 500,stock
2017-02-02,2276.69,2283.97,2271.65,2280.85,0,USD,S&P 500,stock
2017-02-03,2288.54,2298.31,2287.88,2297.42,0,USD,S&P 500,stock
2017-02-06,2294.28,2296.18,2288.57,2292.56,0,USD,S&P 500,stock
2017-02-07,2295.87,2299.4,2290.16,2293.08,0,USD,S&P 500,stock
2017-02-08,2289.55,2295.91,2285.38,2294.67,0,USD,S&P 500,stock
2017-02-09,2296.7,2311.08,2296.61,2307.87,0,USD,S&P 500,stock
2017-02-10,2312.27,2319.23,2311.1,2316.1,0,USD,S&P 500,stock
2017-02-13,2321.72,2331.58,2321.42,2328.25,0,USD,S&P 500,stock
2017-02-14,2326.12,2337.58,2322.17,2337.58,0,USD,S&P 500,stock
2017-02-15,2335.58,2351.3,2334.81,2349.25,0,USD,S&P 500,stock
2017-02-16,2349.64,2351.31,2338.87,2347.22,0,USD,S&P 500,stock
2017-02-17,2343.01,2351.16,2339.58,2351.16,0,USD,S&P 500,stock
2017-02-21,2354.91,2366.71,2354.91,2365.38,0,USD,S&P 500,stock
2017-02-22,2361.11,2365.13,2358.34,2362.82,0,USD,S&P 500,stock
2017-02-23,2367.5,2368.26,2355.09,2363.81,0,USD,S&P 500,stock
2017-02-24,2355.73,2367.34,2352.87,2367.34,0,USD,S&P 500,stock
2017-02-27,2365.23,2371.54,2361.87,2369.75,0,USD,S&P 500,stock
2017-02-28,2366.08,2367.79,2358.96,2363.64,0,USD,S&P 500,stock
2017-03-01,2380.13,2400.98,2380.13,2395.96,0,USD,S&P 500,stock
2017-03-02,2394.75,2394.75,2380.17,2381.92,0,USD,S&P 500,stock
2017-03-03,2380.92,2383.89,2375.39,2383.12,0,USD,S&P 500,stock
2017-03-06,2375.23,2378.8,2367.98,2375.31,0,USD,S&P 500,stock
2017-03-07,2370.74,2375.12,2365.51,2368.39,0,USD,S&P 500,stock
2017-03-08,2369.81,2373.09,2361.01,2362.98,0,USD,S&P 500,stock
2017-03-09,2363.49,2369.08,2354.54,2364.87,0,USD,S&P 500,stock
2017-03-10,2372.52,2376.86,2363.04,2372.6,0,USD,S&P 500,stock
2017-03-13,2371.56,2374.42,2368.52,2373.47,0,USD,S&P 500,stock
2017-03-14,2368.55,2368.55,2358.18,2365.45,0,USD,S&P 500,stock
2017-03-15,2370.34,2390.01,2368.94,2385.26,0,USD,S&P 500,stock
2017-03-16,2387.71,2388.1,2377.18,2381.38,0,USD,S&P 500,stock
2017-03-17,2383.71,2385.71,2377.64,2378.25,0,USD,S&P 500,stock
2017-03-20,2378.24,2379.55,2369.66,2373.47,0,USD,S&P 500,stock
2017-03-21,2379.32,2381.93,2341.9,2344.02,0,USD,S&P 500,stock
2017-03-22,2343.0,2351.81,2336.45,2348.45,0,USD,S&P 500,stock
2017-03-23,2345.97,2358.92,2342.13,2345.96,0,USD,S&P 500,stock
2017-03-24,2350.42,2356.22,2335.74,2343.98,0,USD,S&P 500,stock
2017-03-27,2329.11,2344.9,2322.25,2341.59,0,USD,S&P 500,stock
2017-03-28,2339.79,2363.78,2337.63,2358.57,0,USD,S&P 500,stock
2017-03-29,2356.54,2363.36,2352.94,2361.13,0,USD,S&P 500,stock
2017-03-30,2361.31,2370.42,2358.58,2368.06,0,USD,S&P 500,stock
2017-03-31,2364.82,2370.35,2362.6,2362.72,0,USD,S&P 500,stock
2017-04-03,2362.34,2365.87,2344.73,2358.84,0,USD,S&P 500,stock
2017-04-04,2354.76,2360.53,2350.72,2360.16,0,USD,S&P 500,stock
2017-04-05,2366.59,2378.36,2350.52,2352.95,0,USD,S&P 500,stock
2017-04-06,2353.79,2364.16,2348.9,2357.49,0,USD,S&P 500,stock
2017-04-07,2356.59,2363.76,2350.74,2355.54,0,USD,S&P 500,stock
2017-04-10,2357.16,2366.37,2351.5,2357.16,0,USD,S&P 500,stock
2017-04-11,2353.92,2355.22,2337.25,2353.78,0,USD,S&P 500,stock
2017-04-12,2352.15,2352.72,2341.18,2344.93,0,USD,S&P 500,stock
2017-04-13,2341.98,2348.26,2328.95,2328.95,0,USD,S&P 500,stock
2017-04-17,2332.62,2349.14,2332.51,2349.01,0,USD,S&P 500,stock
2017-04-18,2342.53,2348.35,2334.54,2342.19,0,USD,S&P 500,stock
2017-04-19,2346.79,2352.63,2335.05,2338.17,0,USD,S&P 500,stock
2017-04-20,2342.69,2361.37,2340.91,2355.84,0,USD,S&P 500,stock
2017-04-21,2354.74,2356.18,2344.51,2348.69,0,USD,S&P 500,stock
2017-04-24,2370.33,2376.98,2369.19,2374.15,0,USD,S&P 500,stock
2017-04-25,2381.51,2392.48,2381.15,2388.61,0,USD,S&P 500,stock
2017-04-26,2388.98,2398.16,2386.76,2387.45,0,USD,S&P 500,stock
2017-04-27,2389.7,2392.1,2382.68,2388.77,0,USD,S&P 500,stock
2017-04-28,2393.68,2393.68,2382.36,2384.2,0,USD,S&P 500,stock
2017-05-01,2388.5,2394.49,2384.83,2388.33,0,USD,S&P 500,stock
2017-05-02,2391.05,2392.93,2385.82,2391.17,0,USD,S&P 500,stock
2017-05-03,2386.5,2389.82,2379.75,2388.13,0,USD,S&P 500,stock
2017-05-04,2389.79,2391.43,2380.35,2389.52,0,USD,S&P 500,stock
2017-05-05,2392.37,2399.29,2389.38,2399.29,0,USD,S&P 500,stock
2017-05-08,2399.94,2401.36,2393.92,2399.38,0,USD,S&P 500,stock
2017-05-09,2401.58,2403.87,2392.44,2396.92,0,USD,S&P 500,stock
